Switch_MaxCycleAvg,5.85
Switch_FirstCycleAvg,5.85
Switch_SustainedCycleAvg,0.32
Open_MaxCycleAvg,1.64
Open_FirstCycleAvg,1.64
Open_SustainedCycleAvg,0.48
Print_MaxCycleAvg,22.57
Print_FirstCycleAvg,22.57
Print_SustainedCycleAvg,15.73
