Switch_MaxCycleAvg,5.04
Switch_FirstCycleAvg,5.04
Switch_SustainedCycleAvg,0.05
Open_MaxCycleAvg,4.29
Open_FirstCycleAvg,4.29
Open_SustainedCycleAvg,0.26
Print_MaxCycleAvg,17.52
Print_FirstCycleAvg,17.52
Print_SustainedCycleAvg,14.03
