Switch_MaxCycleAvg,8.09
Switch_FirstCycleAvg,8.09
Switch_SustainedCycleAvg,2.91
Open_MaxCycleAvg,2.07
Open_FirstCycleAvg,2.07
Open_SustainedCycleAvg,0.31
Print_MaxCycleAvg,10.58
Print_FirstCycleAvg,10.58
Print_SustainedCycleAvg,9.7
